,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes
10,2022-05-06T19:30:38.000Z,Мама Стифлeрa,@ds107m6p,"Оплатил в метро проезд лицом, метрополитен перевёл в фонд «Подари жизнь» 2 миллиарда рублей.",3,2,10
11,2022-05-06T19:30:38.000Z,Дарси | Сахарок,@Sorry_I_Fell,"У всего есть финансовый след.

""Дебиторская задолженность фонда ""Подари жизнь"" (ранее известного как фонд Хаматовой) за последние годы демонстрирует прямо-таки аномальный рост более чем в 30 раз: с ₽31 миллиона в 2018 до ₽1,06 миллиарда в 2021"".

По-русски говоря, миллиард йок.",0,0,24
12,2022-05-06T19:30:38.000Z,irinar бумеранг,@23kiskis,"Антон с Димой, которые приехали  в фонд ""подари жизнь"" просто >>>>>>>>>>>>",2,5,6
13,2022-05-06T19:30:38.000Z,Галина Сергеевна любит тебя,@GalinaS_Support,"А бумеранг никому еще не удалось отменить.

К вопросу об эмиграции Хаматовой в Латвию, в свою избушку. Началась проверка Фонда. Оказалось, что они тратили 8 млн. рублей в месяц себе на зарплату. Даже по западным меркам это преступление.
Фонд ""Подари жизнь"" Хаматовой и Корзун",1,9,773
14,2022-05-06T19:30:38.000Z,Dina Belolyubskaya,@StupidmissGirl,"Фонд ""Подари жизнь"" помогает людям до 25 с тяжёлыми заболеваниями, онкологией, болезнями крови

Среди прочего им можно перечислить мили Аэрофлота или баллы РЖД, чтобы оплатить ими дорогу до больницы или мед.центра, стать волонтером, помочь вещами",0,8,48
15,2022-05-06T19:30:38.000Z,DW на русском,@dw_russian,"Алина слишком мила для этого мира

На свой день рождения попросила вместо подарка пожертвовать эти деньги онкобольным детям в благотворительный фонд ""Подари жизнь""",123,76,388
16,2022-05-06T19:30:38.000Z,колес.,@vankoles,"Чулпан Хаматова предложила организовать прямую линию, в которой смогут принять участие все те, кто недоволен ее ролью: ""Вы плюнете мне в лицо, скажете все гадости, какие только хотели, но переведете деньги в фонд ""Подари жизнь""",0,0,7
17,2022-05-06T19:30:38.000Z,↸ଟୀ,@i61i61i61,"пост максима про фонд “подари жизнь” и видео, где он девочке объясняет как сделать фокус 
просто мое сердце ",1,2,51
18,2022-05-06T19:30:38.000Z,Институт Биопроблем Академии Наук ,@bioproblemnet," Фонд ""Подари Жизнь"" запускает благотворительный NFT-аукцион в котором участвует i61. 

https://rarible.com/podarilife
https://twitter.com/PodariLife",3,0,18
19,2020-03-11T16:00:55.000Z,хёнpи ♥︎,@ssselavie,"





'фонд Подари жизнь' — Поиск в Твиттере / Твиттер




Функции JavaScript недоступны.
В вашем браузере отключены функции JavaScript. Включите их или начните использовать поддерживаемый браузер, чтобы продолжить пользоваться сайтом twitter.com. Список поддерживаемых браузеров приведен в Справочном центре.
Справочный центр

Условия предоставления услуг
Политика конфиденциальности
Политика в отношении файлов cookie
Imprint
Информация о рекламе
      © 2022 Twitter, Inc.
    

Для просмотра горячих клавиш нажмите знак вопросаПосмотреть горячие клавишиПопулярноеПоследнееЛюдиФотографииВидеоПосмотреть новые твитыЛента поискахёнpи ♥︎@ssselavie·8 мая 2019 г.открываем фонд подари марго жизнь 

джонни со сделал самое крупное вложение251Культура.РФ@cultrf·11 мар. 2020 г.Фонд «Подари жизнь» впервые соберет звезд оперы и балета в Большом театре: http://culture.ru/news/255528/fond-podari-zhizn-vpervye-soberet-zvezd-opery-i-baleta-v-bolshom-teatre…38Олег Нестеров@nesterov61·5 июл. 2019 г.Дорогие мои, важное сообщение. 11 июля состоится фестиваль в честь дня рождения Клуба Кожухова. Фестиваль не простой, а благотворительный. Вся прибыль — в Фонд Подари жизнь. Будем слушать музыку и стихи, танцевать и дегустировать кухню разных народов мира. И делать доброе дело.122Показать эту веткуIgor Gukovsky@jstoruser·16 июл. 2019 г.Фонд ""Подари жизнь"", как мило.ЦитироватьДождь@tvrain · 16 июл. 2019 г.Центру ЛГБТ+ в поступили угрозы от неизвестного, который якобы занимался «ликвидацией геев в Чечне и на Украине». Он требует закрыть центр, а деньги перевести в фонд «Подари жизнь». Иначе с сотрудниками произойдет «кое-что очень плохое и печальное»
https://tvrain.ru/s/ya2/?utm_source=twi&utm_medium=social&utm_campaign=instant&utm_content=tvrain-main…219skate_mos@skate_mos·13 мар. 2020 г.20 марта в «Каро Октябрь» покажут две серии фильма «Зулейха открывает глаза». 

Деньги от продажи билетов направят в фонд «Подари жизнь». 

После премьеры будет дискуссия с Гузель Яхиной, Чулпан Хаматовой и Егором Анашкиным. Модератор – Галина Юзефович.

https://karofilm.ru/art/film/65473412Лента.ру@lentaruofficial·16 июл. 2019 г.Человек, называющий себя Пилой и «ликвидатором геев в Чечне», угрожает екатеринбургскому центру ЛГБТ. Аноним требует закрыть центр и перечислить деньги организации в фонд «Подари жизнь». Иначе, пишет, что произойдет «кое-что очень плохое и печальное» 

https://lenta.ru/news/2019/07/16/liquidate/?utm_source=lentatw&utm_medium=social…91419пальцы крестиком@______7724·21 мар.В ответ @sergeenko_iФонд ""Подари жизнь"" - тоже дела. Не будем забывать.
Честно говоря, я не хочу её осуждать.3184TadaData@your_dodo_2020·9 июл. 2020 г.Россия и страны СНГ собрали 15 000 долларов и пожертвовали его в фонд «Подари жизнь»114Показать эту веткуAnton Krasovsky@krasovkin·4 апр. 2018 г.Важный проект Фонд Подари жизнь и Яндекса https://zen.yandex.ru/media/id/5a2e5d34256d5c37dbc609d1/est-li-jizn-posle-raka-5ac475a479885e1a0176e977…3Никудашница@kosmodenchik·23 апр.В ответ @mironov_fmНепопулярное мнение : ненавижу фонд подари жизнь, потому что он всегда работал как пропаганда по телеку с больными детьми. Ну и да, сейчас от кризиса детей и людей в России умрет намнооого больше, чем спасли. Я ее ненавижу, но пусть переобувается, если поможет хуйлу свалить.2145злой @abtohton·21 мар.В ответ @aavst20551Фонд «Подари жизнь» Чулпан Хаматовой России не нужен. Сейчас продвигается всей чумной пропагандой фонд «Подари смерть» Владимира Путина171539@wakeupdrunk39·17 янв. 2019 г.Все вырученные средства пойдут в благотворительный фонд «Подари Жизнь» 
До встречи! 
https://vk.com/wall-163614434_213…137Ясенево@ryasenevo·25 янв. 2019 г.В ЮЗАО собирают ""Коробку храбрости"" для тяжелобольных детей
http://yasenevomedia.ru/news/novosti-rayona/v-yuzao-sobirayut-korobku-radosti-dlya-tyazhelobolnykh-detey-/…
На Юго-Западе столицы собирают подарки для детей, которые проходят курсы лечения от тяжелых заболеваний. Организатор акции - благотворительный фонд «Подари жизнь».6BLΛƆKPIИK VOTING HOUSE 02.10@BPVHouse·17 мар. 2019 г.8. Фандом получил название 15 января. Информация указана в описании офки 

9. Наш проект включал в себя пожертвование в фонд ""подари жизнь"" и отправку альбома с артами и письмами.

- #TwitterBestFandom #TeamBLACKPINK #SoompiAwards @ygofficialblink22",2,0,51
20,2020-03-11T16:00:55.000Z,Культура.РФ,@cultrf,"открываем фонд подари марго жизнь 

джонни со сделал самое крупное вложение",0,3,8
21,2020-03-11T16:00:55.000Z,Олег Нестеров,@nesterov61,Фонд «Подари жизнь» впервые соберет звезд оперы и балета в Большом театре: http://culture.ru/news/255528/fond-podari-zhizn-vpervye-soberet-zvezd-opery-i-baleta-v-bolshom-teatre…,1,2,2
22,2020-03-11T16:00:55.000Z,Igor Gukovsky,@jstoruser,"Дорогие мои, важное сообщение. 11 июля состоится фестиваль в честь дня рождения Клуба Кожухова. Фестиваль не простой, а благотворительный. Вся прибыль — в Фонд Подари жизнь. Будем слушать музыку и стихи, танцевать и дегустировать кухню разных народов мира. И делать доброе дело.",2,1,9
23,2020-03-11T16:00:55.000Z,Дождь,@tvrain,"Фонд ""Подари жизнь"", как мило.",3,4,12
24,2020-03-11T16:00:55.000Z,skate_mos,@skate_mos,"Центру ЛГБТ+ в поступили угрозы от неизвестного, который якобы занимался «ликвидацией геев в Чечне и на Украине». Он требует закрыть центр, а деньги перевести в фонд «Подари жизнь». Иначе с сотрудниками произойдет «кое-что очень плохое и печальное»
https://tvrain.ru/s/ya2/?utm_source=twi&utm_medium=social&utm_campaign=instant&utm_content=tvrain-main…",9,14,19
25,2020-03-11T16:00:55.000Z,Лента.ру,@lentaruofficial,"20 марта в «Каро Октябрь» покажут две серии фильма «Зулейха открывает глаза». 

Деньги от продажи билетов направят в фонд «Подари жизнь». 

После премьеры будет дискуссия с Гузель Яхиной, Чулпан Хаматовой и Егором Анашкиным. Модератор – Галина Юзефович.

https://karofilm.ru/art/film/6547",3,1,84
26,2020-03-11T16:00:55.000Z,пальцы крестиком,@______7724,"Человек, называющий себя Пилой и «ликвидатором геев в Чечне», угрожает екатеринбургскому центру ЛГБТ. Аноним требует закрыть центр и перечислить деньги организации в фонд «Подари жизнь». Иначе, пишет, что произойдет «кое-что очень плохое и печальное» 

https://lenta.ru/news/2019/07/16/liquidate/?utm_source=lentatw&utm_medium=social…",1,1,4
27,2020-03-11T16:00:55.000Z,TadaData,@your_dodo_2020,"Фонд ""Подари жизнь"" - тоже дела. Не будем забывать.
Честно говоря, я не хочу её осуждать.",0,0,3
28,2020-03-11T16:00:55.000Z,Anton Krasovsky,@krasovkin,Россия и страны СНГ собрали 15 000 долларов и пожертвовали его в фонд «Подари жизнь»,2,1,45
29,2020-03-11T16:00:55.000Z,Никудашница,@kosmodenchik,Важный проект Фонд Подари жизнь и Яндекса https://zen.yandex.ru/media/id/5a2e5d34256d5c37dbc609d1/est-li-jizn-posle-raka-5ac475a479885e1a0176e977…,1,7,15
30,2020-03-11T16:00:55.000Z,злой ,@abtohton,"Непопулярное мнение : ненавижу фонд подари жизнь, потому что он всегда работал как пропаганда по телеку с больными детьми. Ну и да, сейчас от кризиса детей и людей в России умрет намнооого больше, чем спасли. Я ее ненавижу, но пусть переобувается, если поможет хуйлу свалить.",0,1,37
31,2020-03-11T16:00:55.000Z,39,@wakeupdrunk39,Фонд «Подари жизнь» Чулпан Хаматовой России не нужен. Сейчас продвигается всей чумной пропагандой фонд «Подари смерть» Владимира Путина,0,0,6
32,2020-03-11T16:00:55.000Z,Ясенево,@ryasenevo,"Все вырученные средства пойдут в благотворительный фонд «Подари Жизнь» 
До встречи! 
https://vk.com/wall-163614434_213…",,,2
33,2020-03-11T16:00:55.000Z,BLΛƆKPIИK VOTING HOUSE 02.10,@BPVHouse,"В ЮЗАО собирают ""Коробку храбрости"" для тяжелобольных детей
http://yasenevomedia.ru/news/novosti-rayona/v-yuzao-sobirayut-korobku-radosti-dlya-tyazhelobolnykh-detey-/…
На Юго-Западе столицы собирают подарки для детей, которые проходят курсы лечения от тяжелых заболеваний. Организатор акции - благотворительный фонд «Подари жизнь».",,,0
34,2020-02-04T12:10:13.000Z,Eduards Šlāpins,@eshlapins,"





'фонд Подари жизнь' — Поиск в Твиттере / Твиттер




Функции JavaScript недоступны.
В вашем браузере отключены функции JavaScript. Включите их или начните использовать поддерживаемый браузер, чтобы продолжить пользоваться сайтом twitter.com. Список поддерживаемых браузеров приведен в Справочном центре.
Справочный центр

Условия предоставления услуг
Политика конфиденциальности
Политика в отношении файлов cookie
Imprint
Информация о рекламе
      © 2022 Twitter, Inc.
    

Для просмотра горячих клавиш нажмите знак вопросаПосмотреть горячие клавишиПопулярноеПоследнееЛюдиФотографииВидеоПосмотреть новые твитыЛента поискаEduards Šlāpins@eshlapins·24 апр.В ответ @maria_enigma и @AnakoyherЧто вы несете?  Фонд ""Подари Жизнь"" при живом Путине, это оксюморон! Собирали СМСками по копейке, когда бюджет и стабфонд ломился от бабла. Совести нет как раз у вас. И прекратите ее защищать, а  это уже софистика какая-то с вашей стороны...1116Журнал «Нож»@knife_media·4 февр. 2020 г.Чтобы поддержать тех, кому гораздо хуже, чем нам, не всегда нужны деньги. Во Всемирный день борьбы с раком «Нож» и фонд «Подари жизнь» рассказывают о необычных способах творить добро.

https://knife.media/ways-to-help/4Афиша Daily@afisha·8 дек. 2021 г.Почти 260 тыс. человек подписали петицию об отмене законов об иностранных агентах. Документ уже передали в Госдуму. Его поддержали среди прочих благотворительный фонд «Подари жизнь», проект Arzamas Academy и журнал «Холод». 

http://amp.gs/jYbFy111Мурбанистика@ktvsiy·9 окт. 2021 г.Фонд помощи хосписам: http://help.hospicefund.ru
Фонд ""Подари жизнь"": http://donate.podari-zhizn.ru
Помощь сиротам: http://otkazniki.ru/donation
Помощь пожилым: http://starikam.org/help
Центр ""Антон тут рядом"": http://outfundspb.ru
Фонд помощи ""Милосердие"": http://miloserdie.helphelp.hospicefund.ruФонд помощи хосписам «Вера»Спасибо, что помогаете фонду «Вера»1137Показать эту веткуЖанна Голец @ZannaGolecv·25 мар.В ответ @prostokotpersik @Ravenallo4ka и @brener50А давайте я прекращу ваш спор. Фонд ""Подари жизнь ""так же как и все остальные фонды такова типа,собирал деньги смсками и от жертвователей(бизнесменов)которые это не афишировать.Поэтому считаю, что Хаматова несет определённую ответственность за то что происходит сейчас. Точка228Garik@Garik39630353·16 авг. 2019 г.В ответ @POPOVRTRЯ перевожу в фонд ""Подари жизнь""6Этот твит имеет отношение к тому, что вы ищете?НетДаДождь@tvrain·16 июл. 2019 г.Центру ЛГБТ+ в поступили угрозы от неизвестного, который якобы занимался «ликвидацией геев в Чечне и на Украине». Он требует закрыть центр, а деньги перевести в фонд «Подари жизнь». Иначе с сотрудниками произойдет «кое-что очень плохое и печальное»
https://tvrain.ru/s/ya2/?utm_source=twi&utm_medium=social&utm_campaign=instant&utm_content=tvrain-main…61023Алешковский | Против войны!@aleshru·1 нояб. 2019 г.Фонд «Подари жизнь» рассказал об острой нехватке в России препарата для лечения лейкозовtakiedela.ruФонд «Подари жизнь» рассказал об острой нехватке в России препарата для лечения лейкозовПо словам сотрудников фонда, за последние три года ситуация в сфере резко ухудшилась27марта янич@1015_ast·23 апр. 2020 г.В ответ @Kolyn261Иными словами.. чума  лохматова встанет в любую позу когда ей  переведут бабло
фу...

https://podarijizn.livejournal.com
Вся правда о фонде ""Подари Жизнь""
..

Фонд  «Подари Жизнь» не любит мерить детские жизни деньгами, они просто говорят - что есть Ваня, Петя, Маша, Ира. Мы тоже решилиpodarijizn.livejournal.comВся правда о фонде ""Подари Жизнь""привлечем внимание общественности к нецелевому использованию благотворительных пожертвований!142 Мегатонна критических черепашок — и точка!@critical__bugs·13 мая 2021 г.В ответ @Hypecoum_ и @lXtrWHIkw1dYYljФонд «Подари Жизнь в Северной Корее»138zaks.ru@zaksru·5 апр. 2021 г.Фигурант ""дела 318"" в Петербурге перевёл деньги в фонд ""Подари жизнь"" в знак раскаяния https://zaks.ru/new/archive/view/211475…1Yuri Hramov@yurihramov·4 нояб. 2020 г.В ответ @ShtaaВ больничке, в отделении ТКМ привели какую-то «звездульку». Она предлагает девочке совместное фото, а та отвечает: «А ты кто? Не знаешь, когда Оля (фонд Подари жизнь) придёт?»...18Владимир Фламирович@Vladmir_VLADMIR·5 сент. 2018 г.В ответ @OlegLurieВ Центр-Димы Рогачёва-Фонд-Подари Жизнь-не обращались?А если не помогут в Израиле-ведь не помогли-ни деньги-ни связи-ни заграница-Ж.Фриске-И.Д.Кобзону-Д.Хворостовскому-Э.Успенскому-Е.Евтушенко-В.Глаголевой,и др.?!?215",1,1,16
35,2020-02-04T12:10:13.000Z,Журнал «Нож»,@knife_media,"Что вы несете?  Фонд ""Подари Жизнь"" при живом Путине, это оксюморон! Собирали СМСками по копейке, когда бюджет и стабфонд ломился от бабла. Совести нет как раз у вас. И прекратите ее защищать, а  это уже софистика какая-то с вашей стороны...",0,0,4
36,2020-02-04T12:10:13.000Z,Афиша Daily,@afisha,"Чтобы поддержать тех, кому гораздо хуже, чем нам, не всегда нужны деньги. Во Всемирный день борьбы с раком «Нож» и фонд «Подари жизнь» рассказывают о необычных способах творить добро.

https://knife.media/ways-to-help/",0,1,11
37,2020-02-04T12:10:13.000Z,Мурбанистика,@ktvsiy,"Почти 260 тыс. человек подписали петицию об отмене законов об иностранных агентах. Документ уже передали в Госдуму. Его поддержали среди прочих благотворительный фонд «Подари жизнь», проект Arzamas Academy и журнал «Холод». 

http://amp.gs/jYbFy",1,1,37
38,2020-02-04T12:10:13.000Z,Жанна Голец ,@ZannaGolecv,"Фонд помощи хосписам: http://help.hospicefund.ru
Фонд ""Подари жизнь"": http://donate.podari-zhizn.ru
Помощь сиротам: http://otkazniki.ru/donation
Помощь пожилым: http://starikam.org/help
Центр ""Антон тут рядом"": http://outfundspb.ru
Фонд помощи ""Милосердие"": http://miloserdie.help",2,2,8
39,2020-02-04T12:10:13.000Z,Garik,@Garik39630353,"А давайте я прекращу ваш спор. Фонд ""Подари жизнь ""так же как и все остальные фонды такова типа,собирал деньги смсками и от жертвователей(бизнесменов)которые это не афишировать.Поэтому считаю, что Хаматова несет определённую ответственность за то что происходит сейчас. Точка",0,0,6
40,2020-02-04T12:10:13.000Z,Дождь,@tvrain,"Я перевожу в фонд ""Подари жизнь""",6,10,23
41,2020-02-04T12:10:13.000Z,марта янич,@1015_ast,Фонд «Подари жизнь» рассказал об острой нехватке в России препарата для лечения лейкозов,1,4,2
42,2020-02-04T12:10:13.000Z, Мегатонна критических черепашок — и точка!,@critical__bugs,"Иными словами.. чума  лохматова встанет в любую позу когда ей  переведут бабло
фу...

https://podarijizn.livejournal.com
Вся правда о фонде ""Подари Жизнь""
..

Фонд  «Подари Жизнь» не любит мерить детские жизни деньгами, они просто говорят - что есть Ваня, Петя, Маша, Ира. Мы тоже решили",0,1,38
43,2020-02-04T12:10:13.000Z,zaks.ru,@zaksru,Фонд «Подари Жизнь в Северной Корее»,0,0,1
44,2020-02-04T12:10:13.000Z,Yuri Hramov,@yurihramov,"Фигурант ""дела 318"" в Петербурге перевёл деньги в фонд ""Подари жизнь"" в знак раскаяния https://zaks.ru/new/archive/view/211475…",1,0,8
45,2020-02-04T12:10:13.000Z,Владимир Фламирович,@Vladmir_VLADMIR,"В больничке, в отделении ТКМ привели какую-то «звездульку». Она предлагает девочке совместное фото, а та отвечает: «А ты кто? Не знаешь, когда Оля (фонд Подари жизнь) придёт?»...",2,1,5
