,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,m1_notoxic,m1_insult,m1_obscenity,m1_threat,m1_dangerous,m2_neutral,m2_toxic,m3_no_emotion,m3_joy,m3_sadness,m3_surprise,m3_fear,m3_anger,m4_neutral,m4_happiness,m4_sadness,m4_enthusiasm,m4_fear,m4_anger,m4_disgust
10,2016-09-30T14:06:20.000Z,Свердловская область,@midural,Власти Свердловской области и фонд «Подари жизнь» намерены реализовать проект по спасению тяжелобольных детей... http://bit.ly/2dfoPpT,0,0,0,0.99988294,0.00019570997,0.00020224936,0.00022487064,0.018755665,0.9603738,0.07078706,0.99051017,0.0053150533,0.0058791204,0.0041229525,0.0058768243,0.0053235223,0.9525733,0.005449135,0.025254518,0.0028275643,0.0060884776,0.011031639,0.003218108
11,2016-09-26T12:24:08.000Z,Nikolay Kasimovskiy,@NikolayK88,"Фонд ""Подари жизнь"" выделит более 110 млн рублей на лечение детей в Свердловской области",0,0,0,0.9998436,0.00022289825,0.00017009267,0.00015964241,0.0321488,0.9707371,0.050820008,0.9915999,0.0056190267,0.006490766,0.0047500595,0.005349899,0.005360758,0.98772895,0.0064947247,0.0084398305,0.0052860426,0.005366782,0.005560636,0.0035556436
12,2016-09-26T07:45:40.000Z,Новости обо всём ,@newsaeru,"Фонд ""Подари жизнь"" выделит более 110 млн рублей на лечение детей в Свердловской области http://ow.ly/fvC9504QdoG",0,0,0,0.9998241,0.00022454951,0.00013109129,0.00012106775,0.056301534,0.9728467,0.047924913,0.9903985,0.005979298,0.0055964785,0.004853581,0.004570683,0.0054397546,0.98256665,0.0063475687,0.008643589,0.0049862284,0.0040993355,0.006895843,0.003091232
13,2016-09-20T09:42:26.000Z,TVC News,@tvcplus,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение Леонтия Шкрабова. http://tvc.ru/news/show/id/101013…",0,0,0,0.9998884,0.00015850225,0.0001736711,0.00016944321,0.031730913,0.9463296,0.088723585,0.9910556,0.0061845463,0.005802326,0.005005221,0.0051429477,0.005066664,0.98607963,0.0058036596,0.0077951015,0.0049604964,0.00487809,0.0057693585,0.0031493725
14,2016-09-20T09:40:03.000Z,Новости на Zoomby.ru,@Zoombyru_News,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение Леонтия Шкрабова http://zoomby.ru/watch/fond-podari-zhizn-i-tv-centr-sobirayut-sredstva-na-lechenie-leontiya-shkrabova?utm_source=twitter&utm_medium=link…",0,0,0,0.9992219,0.00077158835,0.00019972093,0.0001343019,0.42592937,0.9311253,0.11467758,0.9902856,0.006249306,0.0049388944,0.004723708,0.0049063875,0.0054500937,0.9757446,0.0072855866,0.005147251,0.007131608,0.0050570606,0.013918816,0.0034930874
15,2016-09-14T13:05:36.000Z,نايف,@josephi66317064,"Кроме того, плачу 75 000 за каждый победный гол Павлюченко в счет фонда Подари Жизнь (Фонд Чулпан Хаматовой).",0,0,0,0.9941293,0.0070829615,0.00054984225,0.00023676954,0.70431405,0.9628462,0.06234903,0.9896492,0.0049747443,0.0075810286,0.0042314045,0.00480462,0.0053153355,0.808676,0.009689016,0.14382482,0.0027698404,0.0041927146,0.026570814,0.0050256946
16,2016-09-13T03:59:57.000Z,Людмила,@cukushka,"Ольхонский район, 13.09.16 (ИА «Телеинформ»), - Благотворительный фонд «Подари планете жизнь» закрыл регистрацию на участие в акции п...",0,0,0,0.99988353,0.00019501182,0.00024304252,0.00024572815,0.017807009,0.9603303,0.07310045,0.9910574,0.004934329,0.0059599723,0.004772635,0.0049230405,0.0053742756,0.9866637,0.005798699,0.006926676,0.0048807715,0.0050636986,0.005697222,0.0031037086
17,2016-09-11T18:00:02.000Z,СУПЕР40 МАКС,@xamzzz736,"Мне понравилось видео ""Фонд ""Подари Жизнь"" + The Long Dark (10/09/2016)"" (http://youtu.be/zRR3o0mUvmE?a)",0,0,0,0.999373,0.00057974656,0.00012172771,0.00014365122,0.19634211,0.9530629,0.0784437,0.013034427,0.9805228,0.010653692,0.018162742,0.0066415593,0.011047913,0.013328941,0.97441286,0.017207334,0.014286043,0.010001699,0.0142431855,0.0051500686
18,2016-08-27T10:34:58.000Z,ASI_News,@ASI_Russia,"Фонд ""Подари жизнь"" собирает игрушки для детей с онкологическими заболеваниями -  http://asi.org.ru/report/blagotvoritelnyj-fond-podari-zhizn-sobiraet-igrushki-dlya-detej-s-onkologicheskimi-zabolevaniyami/…",0,0,0,0.96197826,0.037027236,0.002756748,0.00032902186,0.88340074,0.9553838,0.07687252,0.53493404,0.09691422,0.0015171112,0.02495362,0.0056722797,0.12678914,0.97840947,0.0058813808,0.005211891,0.006396883,0.0051998505,0.010615848,0.0031582022
19,2016-08-22T20:11:50.000Z,КоТаня,@KoTanya5,"Ты наверняка знаешь, что есть такой фонд ""Подари жизнь"", раз в год у них проходит акция, как флешмоб, люди собираются, пьют чай, просто",0,0,0,0.9974251,0.0037897108,0.0001610991,0.00024870626,0.5246301,0.9434904,0.09116377,0.990818,0.0050541996,0.0056277346,0.0045374883,0.0051634894,0.0054206513,0.9874069,0.005856251,0.007303449,0.0051195454,0.005391188,0.00578154,0.003305773
20,2016-08-10T06:03:52.000Z,Polupricep,@polupricep177,"Подари Жизнь. Give Life. Детям сейчас - @podarizhizn Фонд ""Подари Жизнь""
Чулпан Хаматова… https://instagram.com/p/BI6t1U9D_fO/",0,0,0,0.96635914,0.028032692,0.00040573932,0.00020032706,0.6560383,0.8197765,0.27611697,0.6617385,0.23806979,0.001219177,0.008815028,0.008113438,0.007444256,0.30039763,0.05380825,0.005729459,0.020723514,0.042232994,0.52046245,0.012427283
21,2016-07-31T23:00:28.000Z,Аргументы и факты,@aifonline,"Артем и Фирдус Ф. (республика Татарстан), ищут семью – АиФ и фонд «Подари одну жизнь»
http://aif.ru/society/changeonelife/artem_i_firdus_f_respublika_tatarstan_ishchut_semyu…",0,16,4,0.99884784,0.0012157416,0.00031978232,0.00015339996,0.5106246,0.9389033,0.099807575,0.9682865,0.010863037,0.0027021873,0.0048583806,0.00331608,0.01011033,0.9138879,0.0073411376,0.0042524687,0.012937797,0.0059442325,0.033618603,0.0033456837
22,2016-07-25T09:30:07.000Z,Новости на Zoomby.ru,@Zoombyru_News,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение Валеры Яворского http://zoomby.ru/watch/fond-podari-zhizn-i-tv-centr-sobirayut-sredstva-na-spasenie-valery-yavorskogo?utm_source=twitter&utm_medium=link…",0,0,0,0.999265,0.0007412134,0.00020529368,0.00016074326,0.4660253,0.9401149,0.09919395,0.98952496,0.006675561,0.0046840603,0.0043235426,0.005186031,0.005193885,0.97260106,0.0071246964,0.004293379,0.0065338984,0.005726472,0.011812747,0.0030846542
23,2016-07-25T09:25:12.000Z,ТВ Центр,@tvc_ru,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение Валеры Яворского http://ru.1001hls.com/r5099250",0,0,0,0.99977714,0.00022612457,0.00012490382,0.00013922338,0.14791018,0.9648188,0.05859716,0.99011856,0.0059257527,0.0052924855,0.004560456,0.0052666967,0.004921004,0.9814995,0.0061074244,0.0058976146,0.004915084,0.0047724154,0.0067469506,0.002792679
24,2016-07-25T09:00:41.000Z,TVC News,@tvcplus,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение Валеры Яворского. http://tvc.ru/news/show/id/97152…",0,0,0,0.9998634,0.0001676641,0.00014305553,0.0001529501,0.050666153,0.9589911,0.06761792,0.99075806,0.005522939,0.00598145,0.004755505,0.0055813617,0.0049534403,0.9845598,0.005590203,0.007262644,0.004698138,0.005116746,0.0055593993,0.0029023078
25,2016-07-21T20:29:10.000Z,Alex Demin,@Alexey_V_Demin,"Полный альбом. За некоторыми исключениями.
Тут #WinnersGames от Фонд Подари жизнь и самые лучшие Doctor Clown и... http://fb.me/7UcemsFTP",0,0,0,0.9848749,0.01481248,0.0008579739,0.0006002182,0.77552885,0.9467837,0.078262754,0.979031,0.006507922,0.0029822234,0.006599849,0.0043088025,0.005163864,0.9770238,0.005825116,0.005970406,0.006551335,0.004129781,0.008833019,0.0028091432
26,2016-07-21T04:43:25.000Z,Alexandr Yegorov,@gorkyagent,"23 июля — рабочая суббота в ГКБ №52 | Фонд ""Подари жизнь"" http://fb.me/2CGAh6905",0,0,0,0.999795,0.00031973323,0.00023137117,0.00020113052,0.025373664,0.974132,0.04347667,0.9861514,0.006630935,0.004515381,0.004625363,0.0042108647,0.0050101583,0.97207266,0.005580558,0.013826045,0.0040430073,0.004312408,0.008686084,0.003005826
27,2016-07-11T15:39:27.000Z,Валерий Козлов,@vvkoz,VII Всемирные игры победителей.: С 28 июня по 2 июля 2016 год в Москве в Легкоатлетическом коплексе ЦСКА Фонд «Подари жизнь» провёл V...,0,0,0,0.999879,0.00022790354,0.00034992414,0.00041625078,0.01103278,0.9620068,0.06946371,0.9895607,0.005537328,0.006125106,0.0047455016,0.0045849215,0.004785426,0.98084533,0.005211894,0.008790664,0.0047473125,0.004174393,0.0062229256,0.0027798226
28,2016-07-11T13:18:16.000Z,omskportalru,@omskportalru,"Омская область присоединилась к акции «Подари мне жизнь!»: Фонд социально-культурных инициатив, возглавляемый... http://bit.ly/2a26s4e",0,0,0,0.99985445,0.00020069949,0.000171691,0.00014455675,0.037910335,0.9625892,0.06649549,0.99062437,0.0052470234,0.0053664944,0.00473323,0.0048396485,0.0053449264,0.98469144,0.0056747007,0.0066201356,0.005036974,0.004436532,0.0057968814,0.0028656444
29,2016-07-05T08:44:31.000Z,tak-prosto.org,@good_cases,"Группа доноров крови ""Доноры-детям""  Фонд Подари жизнь приглашает безвозмездных доноров крови к участию в... http://fb.me/2wvtGh2fr",0,0,0,0.959161,0.037320387,0.0005003254,0.0019268731,0.7998588,0.9553852,0.07803796,0.98987377,0.0057653305,0.005695307,0.00390326,0.0050185607,0.006298581,0.98684317,0.0062166364,0.0077166823,0.0049642473,0.0050184825,0.0062811607,0.0033753884
30,2016-06-30T10:45:24.000Z,Сокольники и весь ВО,@SokolnikiVao,#аэропортвнуково #фондподарижизнь #благотворительность #Всемирныеигры / Международный аэропорт Внуково приветствуе.. http://vk.cc/5kLLnx,0,0,0,0.9998367,0.00017966308,0.00013503552,0.00014221457,0.06380292,0.9637375,0.066079564,0.4893468,0.1356155,0.0021157225,0.016496839,0.0023731955,0.057267774,0.022117166,0.7378002,0.009952991,0.027782515,0.027023181,0.25138265,0.011547629
31,2016-06-30T07:36:40.000Z,Афиша Видео,@afishavideo,Организует их фонд «Подари жизнь»,0,2,0,0.99552745,0.0020226182,0.0023736863,0.0006695419,0.05086274,0.9613873,0.067692555,0.99042434,0.0047199395,0.0055501014,0.0048616487,0.0054664975,0.0051467353,0.9856938,0.0060503776,0.006762265,0.0049723866,0.0052994434,0.0060746106,0.0031254936
32,2016-06-17T20:48:03.000Z,Alex Demin,@Alexey_V_Demin,Как обычно - перед началом VII Всемирные детские «Игры победителей» от Фонд Подари жизнь открываю на время свой... http://fb.me/3eAsKz1g1,0,0,0,0.9997787,0.0002854262,0.00019253328,0.00017658308,0.32776853,0.95703274,0.069528595,0.97617847,0.012726812,0.0023554761,0.005935971,0.004770708,0.004282287,0.9852828,0.0060286317,0.0055296766,0.0056453547,0.004914541,0.0060064476,0.0029830132
33,2016-06-15T15:18:09.000Z,Марина Князева ,@M8neEEe7oUfwPRz,"Им надо собирать как в фонд""Подари жизнь"",кто сколько даст,а деткам их зарплату отдать.Справедливо.",0,0,0,0.99945563,0.0004491908,0.00023541242,0.00025906757,0.21176122,0.9451706,0.078094676,0.9910052,0.0050553526,0.0056594787,0.0048973425,0.004834505,0.00581756,0.98844343,0.006595715,0.007112937,0.0055507696,0.0052467342,0.006223631,0.0036070873
34,2016-06-14T18:52:34.000Z,сашенька дубровский,@alexandr22839,"В тебе живёт маленькое существо. Оно не слышит,не видит,но уже безмерно любит тебя.
Фонд поддержки ленточных червей. Подари жизнь!",1,0,2,0.99317306,0.0060961754,0.00046060173,0.0012459116,0.8476805,0.36046073,0.54162484,0.9012602,0.0105707785,0.004269933,0.004329111,0.007981981,0.03340229,0.98213553,0.006961781,0.006686118,0.0047754785,0.0049993563,0.010140774,0.0034246368
35,2016-06-14T09:50:02.000Z,Новости на Zoomby.ru,@Zoombyru_News,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение двухлетней Зулай http://zoomby.ru/watch/fond-podari-zhizn-i-tv-centr-sobirayut-sredstva-na-spasenie-dvuhletnei-zulai?utm_source=twitter&utm_medium=link…",0,0,0,0.9990239,0.0010242587,0.00032843457,0.00021949834,0.59823215,0.93351895,0.112800926,0.9887543,0.007274631,0.0044099353,0.004275126,0.0050266916,0.0051590065,0.9532845,0.01104548,0.0040910062,0.009379751,0.0072163036,0.033570006,0.004413531
36,2016-06-01T12:18:20.000Z,Daniel,@ZipZipHo,Фонд «Подари Жизнь» призвал игнорировать уличных сборщиков пожертвований http://takiedela.ru/news/2016/06/01/fond-podari-zhizn-prizval-ignorirova/…,0,0,0,0.9995017,0.0005294169,0.00017894586,0.00023257193,0.46850687,0.95340866,0.08520901,0.9798331,0.007131324,0.0039122566,0.005121923,0.0037654135,0.014347958,0.9805933,0.006643709,0.0051078303,0.005736265,0.0051467526,0.010475638,0.003245908
37,2016-06-01T12:17:44.000Z,Алешковский | Против войны!,@aleshru,Фонд «Подари Жизнь» призвал игнорировать уличных сборщиков пожертвований http://fb.me/66tSWghC7,1,7,3,0.9992361,0.00069205905,0.00016722758,0.0004264645,0.5280496,0.9572952,0.07686673,0.9905928,0.0047216844,0.0053045913,0.0047195763,0.004923363,0.005828104,0.9860318,0.005566777,0.0065323017,0.004883364,0.00498873,0.006198196,0.0030356566
38,2016-06-01T12:13:11.000Z,Такие Дела,@takiedelaru,"Фонд «Подари Жизнь» в очередной раз напоминает — нельзя жертвовать сборщикам на улицах. 

http://r.takiedela.ru/jucE",0,9,1,0.9945385,0.006355953,0.00020379836,0.00022753574,0.73867697,0.9619748,0.065391034,0.98807096,0.0047590877,0.0059333467,0.0052416404,0.0037797939,0.0073648873,0.2063157,0.0062480886,0.22097903,0.03103796,0.008119365,0.2653056,0.011458611
39,2016-06-01T09:13:46.000Z,«Бумага»,@paperpaper_ru,"Фонд «Подари жизнь» призвал не давать деньги уличным сборщикам пожертвований
http://paperpaper.ru/papernews/2016/06/01/pj/…",0,1,0,0.9996885,0.0003169629,0.00016909701,0.00012794448,0.20082358,0.9621169,0.06920967,0.99159545,0.0050350195,0.0064727254,0.005021853,0.0051140203,0.005606558,0.9876494,0.005738604,0.007432959,0.005287893,0.005151938,0.005616661,0.0032947578
40,2016-05-31T21:42:49.000Z,Sergey Korolev,@Ar0visTM,"Благотворительный фонд ""Подари жизнь"" в рамках фестиваля проведет 7 июня вечер музыки и… http://goo.gl/fb/XPu12f",0,0,0,0.9998791,0.00020816276,0.0002876225,0.0002121,0.018035542,0.9703382,0.048583675,0.8728631,0.16048819,0.003758958,0.0032253496,0.003109047,0.006754286,0.18205337,0.48835456,0.051836643,0.004599807,0.0045462823,0.09768829,0.006833
41,2016-05-31T21:22:51.000Z,СубКомментарий,@Subcomments,"В США начинается международный фестиваль искусств ""Вишневый сад"": Благотворительный фонд ""Подари жизнь"" в рамках фестиваля проведет 7 июня…",0,0,0,0.9998665,0.0002619045,0.00045418472,0.00036750984,0.011590226,0.9689228,0.054397438,0.990104,0.005584041,0.005271573,0.0046982025,0.00473186,0.004973316,0.9854455,0.0065518604,0.0066075632,0.0049673715,0.004766474,0.006018702,0.0030700746
42,2016-05-26T13:12:24.000Z,.,@alex_soln,"Отправил денюшку в фонд ""подари жизнь"" я добряша",0,0,0,0.99956316,0.0005353038,0.00022035556,0.000112367095,0.0723312,0.95109916,0.07678778,0.025751263,0.9734871,0.016164092,0.006830505,0.0059361686,0.014339369,0.024908599,0.975926,0.017670965,0.010505942,0.012178141,0.018095367,0.0065547344
43,2016-05-25T18:05:01.000Z,alex myt,@alexmyt,"Полина Клинкович | Фонд ""Подари жизнь"" http://fb.me/4FuXE1aiI",0,0,0,0.99831784,0.001271794,0.00025839487,0.000106376814,0.21456629,0.94583803,0.08869873,0.6645003,0.11298219,0.00085312326,0.01726218,0.006661742,0.0097699575,0.17951158,0.043270256,0.021533433,0.019709894,0.024824211,0.5572623,0.012425048
44,2016-05-25T05:42:20.000Z,Митрополит Савватий,@bishop_Savatius,"Фонд ""Подари мне жизнь"" выпустил ролик о последствиях абортов http://fb.me/7drQCVeT0",0,2,0,0.9967379,0.003669403,0.00035392412,0.00024930027,0.6722335,0.9543658,0.078053355,0.019629877,0.061433185,0.010466473,0.10373293,0.0786072,0.55062646,0.052893694,0.009258592,0.42565385,0.007947057,0.05880662,0.40677783,0.014785748
45,2016-05-05T18:58:04.000Z,Тарас Костюк,@ukraineonlinev1,http://mychildvideo.ru/video/6polcmhntlA… Подари детям Жизнь. фильм третий. Аутизм. Фонд ДОМ #news #новости #видео,0,0,0,0.99589634,0.0042866752,0.00030297745,0.0003994933,0.7965106,0.91985244,0.12922148,0.059668608,0.03728797,0.016510058,0.08240562,0.03147823,0.73414886,0.029887287,0.013664906,0.20271473,0.033561647,0.09349683,0.73389906,0.02476474
46,2016-05-05T05:10:15.000Z,DarkSud,@SudDark,"Хороший блог о кино и музыке, а тк же путешествиях: Помощь нужна каждому фонд ""Подари жизнь!"" http://wasiliti.blogspot.com/2015/11/blog-post_24.html?spref=tw…",0,0,0,0.9997687,0.00029254274,0.000111118294,0.00010873234,0.12100135,0.96042824,0.06300383,0.9758021,0.016141571,0.0036683395,0.0049445364,0.0037662922,0.003944809,0.033005793,0.4149105,0.014954986,0.015950752,0.023685334,0.2840194,0.008587316
47,2016-05-02T12:19:33.000Z,Михаил Калашников,@mkalashnikov88,"Благотворительный фонд ""Подари жизнь"" 
http://podari-zhizn.ru/main/",0,0,0,0.9997316,0.0002730372,0.0001731846,0.00012492955,0.056621853,0.9670863,0.05502056,0.98122394,0.011495929,0.004541772,0.004101119,0.0031524145,0.0056470656,0.69436324,0.021999452,0.021747516,0.019816492,0.0036304237,0.09932131,0.006006934
48,2016-04-28T10:31:08.000Z,ArtSocial,@artsocialclub,ArtSocial Foundation is happy to support the art therapy program of Podari Zhizn Charity Фонд Подари жизнь for... http://fb.me/8KNNKX4aR,0,0,0,0.9988199,0.0013968173,0.00056059717,0.00023023656,0.47739264,0.94057536,0.106079355,0.06764596,0.9274058,0.0035457585,0.011557179,0.0061540506,0.009028086,0.040381953,0.76105535,0.006514647,0.029630795,0.0107881995,0.1240005,0.0073249377
49,2016-04-27T18:52:53.000Z,Navka - Ice Queen,@Navkastar,"Татьяна Навка. Всемирные детские ""Игры Победителей"". 2013 год. Фонд ""Подари жизнь"" под… https://instagram.com/p/BEtuXtaj6VV/",0,0,0,0.9996284,0.00039746505,0.00010633472,0.00015078191,0.25850394,0.95241064,0.075822584,0.97240204,0.012980046,0.0027662695,0.0053647514,0.0040959534,0.004163762,0.31971136,0.010298561,0.009709137,0.02661934,0.02560832,0.30369994,0.0067469575
50,2016-04-27T04:17:21.000Z,Alexandr Yegorov,@gorkyagent,"Попить чаю с президентом | Фонд ""Подари жизнь"" http://fb.me/12e0KrKtI",0,0,0,0.99877745,0.000873537,0.00035389324,0.0001765708,0.3879273,0.9288916,0.11517707,0.027759952,0.6484172,0.0016142182,0.066794455,0.040862728,0.07210049,0.009657275,0.19813734,0.08739535,0.012535254,0.059582148,0.34489343,0.01062462
51,2016-04-21T14:17:47.000Z,AZ Company,@az_company,Наша компания активно поддерживает благотворительный фонд проектом «Купи GP - Подари Жизнь!».,0,0,0,0.9998449,0.0002778428,0.00040624224,0.0002598094,0.031923342,0.95249116,0.0772283,0.9898086,0.0062689167,0.005073568,0.0042035608,0.00519253,0.0051388727,0.8277772,0.07141212,0.0110919345,0.00198354,0.009077081,0.034588993,0.004368753
52,2016-04-21T13:10:34.000Z,Vitaly Novoselov,@VitalyNovoselov,"Член ""Общественной палаты"" Вероника Крашенинникова призвала фонд ""Подари жизнь"" ""не прикрываться детьми"". Просто... http://fb.me/2QNIJJCoP",0,1,0,0.99475795,0.0049325684,0.00041275972,0.00022481747,0.6566589,0.89989376,0.15826935,0.9902721,0.004742437,0.0054525626,0.004840092,0.004767123,0.005740786,0.98545766,0.0054690954,0.0062482166,0.005007387,0.004828954,0.005854791,0.002905794
53,2016-04-20T11:35:32.000Z,Иванова Эльвира,@Elvirchikiv,"@sberbank соберите деньги  ""Подари жизнь"",""Национальный благотворительный фонд"" и др. фонды помощи.",0,0,0,0.99976057,0.00025852892,0.00020594259,0.00011873327,0.07532654,0.96072006,0.06407169,0.9906488,0.005123508,0.0055178287,0.0047494196,0.0051248493,0.0051573766,0.9873475,0.006297549,0.0082537485,0.0051049716,0.0054157204,0.0059321574,0.0035015345
54,2016-04-20T05:37:27.000Z,Светлана Старкова,@starkovasvetlan,член Общес.палаты Вероника Крашенинникова призвала фонд «Подари жизнь» и др.благотворителей «не прикрываться детьми».http://vedomosti.ru/politics/articles/2016/04/19/638207-deputati-blagotvoritelei…,0,0,0,0.9987936,0.0013144291,0.0003297614,0.00017588773,0.601963,0.9310186,0.12237793,0.98866266,0.0053506885,0.0048775463,0.0045237504,0.0041166428,0.0066753183,0.9852439,0.0054383464,0.006051832,0.004998536,0.0047833463,0.0060041077,0.0028712568
55,2016-04-19T10:28:04.000Z,bamr,@bamr69,"""....член Общественной палаты Вероника Крашенинникова призвала фонд «Подари жизнь» и других благотворителей «не прикрываться детьми»..",0,0,1,0.99789256,0.0018812215,0.00020465264,0.0002693317,0.42152116,0.9424967,0.10408489,0.9913366,0.004467349,0.0060569737,0.005035055,0.005237264,0.0054520248,0.98716486,0.0057893563,0.0066424217,0.0052391496,0.005074725,0.0055801263,0.0031514468
56,2016-04-19T08:20:37.000Z,Кононов,@nickolaykononov,Член Общественной палаты Вероника Крашенинникова призвала фонд «Подари жизнь» и других благотворителей «не прикрываться детьми».,0,1,1,0.99898535,0.0009519355,0.00014482634,0.00019616171,0.1956459,0.9354781,0.11434935,0.9909491,0.004410287,0.006049626,0.004939776,0.0050640306,0.005384879,0.98779905,0.0059082876,0.0068697487,0.005331525,0.0053218943,0.0055980235,0.0033012766
