,id,text,date,user,likes,retweets
44,623495557,"Ok, @apple. You win. I won't use your browser anymore since it keeps closing on me. Literally 8 times today. I counted.",2014-12-02 00:29:58+00:00,unknown,98,57
45,623495558,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,2014-12-02 00:31:26+00:00,unknown,68,41
46,623495559,@thehill @Apple I cite the us constitution where judges cannot pass laws! Violation of the separation of powers,2014-12-02 00:32:42+00:00,unknown,749,29
47,623495560,@apple U need to get ur fucking shit together and let me txt while on YouTube,2014-12-02 00:34:51+00:00,unknown,561,40
48,623495561,@thehill @Apple Wish we could prosecute the admin for violation of privacy and criminal search and seizure,2014-12-02 00:38:41+00:00,unknown,794,93
49,623495562,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,2014-12-02 00:39:47+00:00,unknown,929,34
50,623495563,@thehill @Apple Furthermore there are no provisions for secrecy in the constitution as such such activities are sedition by the US gov.,2014-12-02 00:39:51+00:00,unknown,891,64
51,623495564,#AAPL:Here's why Apple dropped...http://t.co/qVpNCJv1pb,2014-12-02 00:45:03+00:00,unknown,110,34
52,623495565,This one chart explains @tim_cook's affect on @Apple. Paints an interesting story. What do you think? http://t.co/7cBY6jL5Pn,2014-12-02 00:45:22+00:00,unknown,971,15
53,623495566,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,2014-12-02 00:47:23+00:00,unknown,851,86
54,623495567,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,2014-12-02 00:47:46+00:00,unknown,352,80
55,623495568,"Final #AAPL #PutCallRatios for Monday, December 1, 2014 http://t.co/EVJC0tNGPJ",2014-12-02 00:51:10+00:00,unknown,309,73
56,623495569,#AAPL Launches Red #Apple Logo for World AIDS Day: Dec. 1 is World AIDS Day and the red Apple logo will be abl... http://t.co/crc6VpIELd,2014-12-02 00:53:22+00:00,unknown,588,41
57,623495570,hey @apple fuck you,2014-12-02 00:53:58+00:00,unknown,536,37
58,623495571,5 Companies Growing Faster Than Apple Inc. http://t.co/PgCG4CkJK9 #AAPL,2014-12-02 00:54:31+00:00,unknown,332,62
59,623495572,@apple why doesn't your people explain precautions when buying an expensive laptop,2014-12-02 00:56:11+00:00,unknown,161,88
60,623495573,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,2014-12-02 00:56:43+00:00,unknown,704,27
61,623495574,@Quailman_ @Apple u was bored huh,2014-12-02 00:59:49+00:00,unknown,255,47
62,623495575,RT @wagner_tim: @robconeybeer: You need an IP portfolio to defend against big companies - just look at @Samsung @Apple court battles,2014-12-02 01:04:41+00:00,unknown,719,95
63,623495576,"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given today. #badservice #Apple",2014-12-02 01:05:37+00:00,unknown,816,26
64,623495577,@Apple made it clear today that I as a customer are not worth a measly $79!! An employee gave mis info and they will not stand behind it,2014-12-02 01:06:42+00:00,unknown,359,26
65,623495578,INSPI(RED) by @Apple and @tim_cook on #WorldAIDSDAY. 100% of #AppsforRED in @AppStore go to fight AIDs. Get @Farmville2 and @CSRRacing @RED,2014-12-02 01:06:58+00:00,unknown,803,86
66,623495579,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,2014-12-02 01:07:53+00:00,unknown,776,13
67,623495580,16GB @Apple #iPad Air 2 Retina WiFi Tablet $400 + Free Shipping via #EBAY http://t.co/TrkYuoYew7 #CyberMonday #firstworldproblems,2014-12-02 01:09:53+00:00,unknown,58,48
68,623495581,Photo: Love IOS 8 @apple @iphone #Love #IOS8 #NoCrop #iphone #young #phone #screen #capturescream #boy... http://t.co/fIDj9FxHDV,2014-12-02 01:11:43+00:00,unknown,628,98
69,623495582,Why does @Apple force people to use its VPN built in to iOS8? Off button doesn't work FFS. Like I want Apple's NSA data collection service.,2014-12-02 01:13:03+00:00,unknown,230,26
70,623495583,Then how the hell did I take this screenshot? @apple @timcook http://t.co/NvFWwi4JsM,2014-12-02 01:15:12+00:00,unknown,744,15
71,623495584,RT @thehill Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/WY4zI6XQtF,2014-12-02 01:17:55+00:00,unknown,950,80
72,623495585,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,2014-12-02 01:22:40+00:00,unknown,183,91
73,623495586,Buy round lot on the open MT @WSJD #AAPL stock briefly dove 6.4% today. Analysts not sure why http://t.co/F6e73eJUJE http://t.co/2qQvMWOotv,2014-12-02 01:25:49+00:00,unknown,718,42
74,623495587,3G is draining my battery fix this @apple,2014-12-02 01:36:18+00:00,unknown,618,23
75,623495588,My daughter's @Apple #iPod stolen. To the thief: try working as hard to earn one - like my daughter had to buy hers. #LosingFaithInPeople,2014-12-02 01:36:35+00:00,unknown,141,16
76,623495589,@apple your chargers suck ass! They just love to break!,2014-12-02 01:40:38+00:00,unknown,963,69
77,623495590,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,2014-12-02 01:44:36+00:00,unknown,783,66
78,623495591,"#AAPL:My Three Horsemen Of The NASDAQ 100:  Apple, Microsoft And Gilead Scie...http://t.co/cDvoZfGSBX",2014-12-02 01:45:03+00:00,unknown,234,30
79,623495592,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,2014-12-02 01:47:52+00:00,unknown,777,32
80,623495593,I'm hoping @apple won't automatically make us download Bruce Springsteen and U2 singing together.  #u2 #bruce #espn #thatwasbad,2014-12-02 01:49:00+00:00,unknown,425,0
81,623495594,@thehill @Apple What a joke! Justice Dept should prosecute Killer Wilson in pursuit of JUSTICE. #Ferguson IS NOT OVER!,2014-12-02 01:52:00+00:00,unknown,414,88
82,623495595,@aydlettgwyn13 @apple please educate us,2014-12-02 01:52:18+00:00,unknown,241,47
83,623495596,RT @TinfoilTricorn: @thehill @Apple Wish we could prosecute the admin for violation of privacy and criminal search and seizure,2014-12-02 01:53:41+00:00,unknown,835,20
84,623495597,The game #traders play in the name of #market #liquidity #HFT #darkpools #stock #trading #algorithms #AAPL  http://t.co/laKjpr89S8,2014-12-02 01:58:06+00:00,unknown,521,66
85,623495598,#AAPL:10 Steve Jobs emails you need to read...http://t.co/82G1kL94tx,2014-12-02 02:00:04+00:00,unknown,548,0
86,623495599,So so sooooo annoyed. Did the restore from my back up and lost my voice mails. I needed to keep those. Thanks a lot @apple,2014-12-02 02:00:59+00:00,unknown,858,86
87,623495600,Thisn#Yosemite update is stressing me out @apple #macbookpro,2014-12-02 02:03:46+00:00,unknown,922,36
88,623495601,Just broke my 3rd charger of the month. Get your shit together @apple,2014-12-02 02:04:40+00:00,unknown,9,7
89,623495602,"This iPhone 6 battery isn't as good as you claim, @apple",2014-12-02 02:09:56+00:00,unknown,351,27
90,623495603,#Nasdaq big fall. @FB @Baba @Twtr @Linkd @Apple fell 3-6% on Monday! See whether follow up ..,2014-12-02 02:10:38+00:00,unknown,600,10
91,623495604,"#iPhone #users face big change over @Apple [#Apple]'s Google search choice. (#Monday, 1 #December) http://t.co/fA3KKjQQdA",2014-12-02 02:14:37+00:00,unknown,171,57
92,623495605,RT @chanchan1717: @aydlettgwyn13 @apple please educate us,2014-12-02 02:14:56+00:00,unknown,609,54
93,623495606,"Just updated my ram to 16gb. @apple you guys are like shallow gf's. Take all the money, but dammit you look good.",2014-12-02 02:16:00+00:00,unknown,201,82
94,623495607,@apple @iphone4 oh it's not fair and i think you're really mean,2014-12-02 02:16:19+00:00,unknown,869,74
95,623495608,#whoknew Why isn't @Apple on Twitter? http://t.co/HmsbwjEL1K #interestingfact #passingthetime,2014-12-02 02:25:30+00:00,unknown,514,15
96,623495609,RT @JodiSpicer: #whoknew Why isn't @Apple on Twitter? http://t.co/HmsbwjEL1K #interestingfact #passingthetime,2014-12-02 02:27:54+00:00,unknown,128,75
97,623495610,IBM: @Apple iOS users account for 21.6% of ALL online sales. 3x @android users (6.6%). They are dominating. #business #sales #cybermonday,2014-12-02 02:38:28+00:00,unknown,608,79
98,623495611,I HATE HOW IOS 8 CAPITALIZES RANDOM WORDS LIKE I DONT WANNA GIVE EMPHASIS TO SOME STUPID WORD IN THA SENTENCE GET UR SELF TOGETHER @Apple,2014-12-02 02:56:02+00:00,unknown,450,98
99,623495612,@gr8american23 i've made clear i support rand paul in 2016 in most cases. why is everyone pigeonholed as red or blue? also u like @apple?,2014-12-02 02:56:56+00:00,unknown,191,52
100,623495613,@apple why was the iphone 4 ever created,2014-12-02 02:56:57+00:00,unknown,510,38
101,623495614,@apple I FUCKING HATE YOU http://t.co/xRxXK0rdot,2014-12-02 03:00:07+00:00,unknown,948,43
102,623495615,@apple please can I have new phone for Christmas? #spreadsomejoy,2014-12-02 03:00:29+00:00,unknown,403,24
103,623495616,Perfome @apple pie.. http://t.co/eHsgVdej9N,2014-12-02 03:01:44+00:00,unknown,379,79
104,623495617,#Nasdaq100 #recent #market #exit #4: Sold $AAPL long for a 10.49% #gain in 20 days. #AAPL #forex #trading #stocks,2014-12-02 03:05:07+00:00,unknown,893,87
105,623495618,.@Apple rumoured to be launching a 'Mega Tab' because #biggerisbetter http://t.co/UreeAozPaI,2014-12-02 03:05:32+00:00,unknown,667,86
106,623495619,RT  Chayton Falke ChaytonFalke :#Nasdaq100 #recent #market #exit #4: Sold $AAPL long for a 10.49% #gain in 20 days. #AAPL #forex #trading...,2014-12-02 03:05:55+00:00,unknown,949,47
107,623495620,"Apple Inc. PT Upped By Barclays, Morgan Stanley Trims Stake http://t.co/jgysEmQXBl #AAPL",2014-12-02 03:09:32+00:00,unknown,988,7
108,623495621,IT'S NOT LIKE THE APP COSTS MONEY JUST LET ME DOWNLOAD IT @APPLE,2014-12-02 03:09:39+00:00,unknown,599,78
109,623495622,"RT @HamzeiAnalytics: New HA Blog Post &gt;&gt;&gt; Final #AAPL #PutCallRatios for Monday, December 1, 2014:  http://t.co/FO160NRHfF",2014-12-02 03:13:14+00:00,unknown,946,86
110,623495623,#AAPL:Jim Cramer's 4 Best Stock Picks for the Health Care Sector...http://t.co/CaQgzX0KiJ,2014-12-02 03:15:03+00:00,unknown,917,38
111,623495624,My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple,2014-12-02 03:28:00+00:00,unknown,652,90
112,623495625,"Steve Jobs, clave en juicio contra @Apple 

http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",2014-12-02 03:30:02+00:00,unknown,673,5
113,623495626,"RT @elnuevoherald: Steve Jobs, clave en juicio contra @Apple 

http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",2014-12-02 03:31:46+00:00,unknown,856,89
114,623495627,"RT @elnuevoherald: Steve Jobs, clave en juicio contra @Apple 

http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",2014-12-02 03:42:08+00:00,unknown,766,99
115,623495628,"Myths vs. Reality in Full-Time #Trading http://t.co/JH7BMS1Kgb #stocks

#futures #forex #trader #es #nq #cl #aapl #gpro #finance #eSignal",2014-12-02 03:44:43+00:00,unknown,684,1
116,623495629,My laptop was completely dead and blacked out for 2 days &amp; I finally opened the inside and fixed it. Hire me @Apple,2014-12-02 03:49:22+00:00,unknown,369,85
117,623495630,@baseballbridget @apple we couldn't even get a turkey for TDay so they just don't care... #appleemojissuck,2014-12-02 03:49:34+00:00,unknown,700,26
118,623495631,"RT @elnuevoherald: Steve Jobs, clave en juicio contra @Apple 

http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",2014-12-02 03:52:46+00:00,unknown,206,58
119,623495632,RT @toricolelli: My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple,2014-12-02 03:52:58+00:00,unknown,173,93
120,623495633,"#Apple (NASDAQ: #AAPL) Participates in World Aids Day Campaign: http://t.co/YytgUGXQNB: #Apple, #AAPL, Campaign... http://t.co/XT3Z1sx0P4",2014-12-02 03:57:07+00:00,unknown,18,28
121,623495634,Well played @apple http://t.co/mGbsxyiA69,2014-12-02 03:58:50+00:00,unknown,670,76
122,623495635,Thank you @Apple,2014-12-02 04:00:59+00:00,unknown,601,67
123,623495636,Fix it @apple http://t.co/cHoq6LHeHo,2014-12-02 04:07:57+00:00,unknown,138,45
124,623495637,RT @_iamGambino: Thank you @Apple,2014-12-02 04:08:21+00:00,unknown,898,1
125,623495638,How long does it really take for a phone to ship @apple smh,2014-12-02 04:09:46+00:00,unknown,401,99
126,623495639,@Apple #iPod lawsuit will reveal unseen Steve Jobs video http://t.co/nEF5qOGbHE,2014-12-02 04:11:56+00:00,unknown,628,84
127,623495640,RT @smartoutsource1: @Apple #iPod lawsuit will reveal unseen Steve Jobs video http://t.co/nEF5qOGbHE,2014-12-02 04:12:53+00:00,unknown,759,47
128,623495641,Lol dying @apple http://t.co/EP8hQb2O2H,2014-12-02 04:21:29+00:00,unknown,697,87
129,623495642,#GoPro: What Competition? Part 2 #GPRO  #AAPL #SNE http://t.co/4tgYDYdprt,2014-12-02 04:22:22+00:00,unknown,348,11
130,623495643,"So, on my iphone5, the @apple health kit is no longer gathering data.  Sigh.",2014-12-02 04:24:00+00:00,unknown,94,77
131,623495644,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF",2014-12-02 04:30:03+00:00,unknown,633,93
132,623495645,Thanks @apple for changing yet another fuck into duck...Thanks.,2014-12-02 04:30:31+00:00,unknown,216,87
133,623495646,@Apple YH News Apple tumbles as much as 6 percent in unusual trading: By Chuck Mikolajczak NEW YORK (Reuters) ...  http://t.co/hNuWafq0sI,2014-12-02 04:33:28+00:00,unknown,802,8
134,623495647,@brwnskin_beauti cause fuck @apple,2014-12-02 04:34:05+00:00,unknown,215,7
135,623495648,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,2014-12-02 04:35:14+00:00,unknown,895,58
136,623495649,if i buy a 16 gb phone i should have 16 GB'S TO USE @apple,2014-12-02 04:36:38+00:00,unknown,676,46
137,623495650,fuck you for BREAKING MY MUSIC @apple,2014-12-02 04:37:44+00:00,unknown,985,7
138,623495651,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,2014-12-02 04:38:57+00:00,unknown,209,41
139,623495652,"Have #Apple, Inc.'s #iPad Sales Peaked? #AAPL http://t.co/2Wpaib3z9M",2014-12-02 04:41:05+00:00,unknown,196,69
140,623495653,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,2014-12-02 04:48:00+00:00,unknown,233,91
141,623495654,Barclay's #Apple Analyst Joins The Crowd And Increases Price Target - Forbes #aapl http://t.co/6Z1DwxeCpE,2014-12-02 04:53:24+00:00,unknown,47,5
142,623495655,just need @apple to come out with a charger cord that keep a charge &amp; don't fall apart http://t.co/VZ8HDbMzlu,2014-12-02 04:54:14+00:00,unknown,60,14
143,623495656,RT @AMANDAZUCKERMAN: You should be able to forward a voicemail. Why isn't that a thing? @apple,2014-12-02 05:00:08+00:00,unknown,100,27
144,623495657,@apple and @facebook I speak for all of humanity; We want to chose what contacts are added to our contacts book from #facebook #thanks,2014-12-02 05:03:26+00:00,unknown,703,5
145,623495658,@Apple I h8 everything about u,2014-12-02 05:06:09+00:00,unknown,389,6
146,623495659,@apple ur a disgrace,2014-12-02 05:06:55+00:00,unknown,294,74
147,623495660,@apple I want my pictures back,2014-12-02 05:07:11+00:00,unknown,229,99
148,623495661,My phone is on acid right now @apple fix this,2014-12-02 05:07:30+00:00,unknown,420,38
149,623495662,@Apple I had a power cord problem- under warranty. You said it would be fine. It isn't. And now you won't replace it? http://t.co/fW3BoW53dj,2014-12-02 05:11:58+00:00,unknown,288,92
150,623495663,@Apple This was NORMAL use-- NO ABUSE! Wrapped it exactly as you instructed me to. This is a fire hazard. You should replace it. #defective,2014-12-02 05:13:02+00:00,unknown,60,89
151,623495664,"@Apple BTW, I LOVE all of your products.  They rock!  Your power cords are junk.  You seriously need to fix this!",2014-12-02 05:14:39+00:00,unknown,372,61
152,623495665,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,2014-12-02 05:16:00+00:00,unknown,642,2
153,623495666,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,2014-12-02 05:20:58+00:00,unknown,911,26
154,623495667,Yo @Apple fix your shitty iMessage,2014-12-02 05:25:24+00:00,unknown,527,47
155,623495668,#AAPL RT @AboveAvalon Apple's Share Repurchases Have Benefited Shareholders by $80 Billion  http://t.co/XHkqFr7whT,2014-12-02 05:35:04+00:00,unknown,72,66
156,623495669,"Even With Apple Watch Delayed, I'm Raising My AAPL Price Target To $165 - http://t.co/TGENjFl3zI #AAPL #Alex_Cho",2014-12-02 05:37:33+00:00,unknown,931,75
157,623495670,I love @AIRMILES! Between @chaptersindigo &amp; @apple I earned ~200 miles during the #BlackFriday sale! #freemoney #centsability #cybermonday,2014-12-02 05:40:45+00:00,unknown,686,0
158,623495671,Yo! @apple this auto correct shit gotta stop!!! changing my shit right when i send it,2014-12-02 05:42:54+00:00,unknown,103,42
159,623495672,First @Apple logo was designed by co-founder Ronald Wayne. Drawing of Isaac Newton reading a book under an apple tree,2014-12-02 06:00:54+00:00,unknown,63,80
160,623495673,Those** PICK UP THE SLACK YOU FUCK BOYS @Apple,2014-12-02 06:01:11+00:00,unknown,361,87
161,623495674,Why is it that the no firm has acquired the bloomberg terminal service yet  #aapl? I wish it had a #goog search function.,2014-12-02 06:02:07+00:00,unknown,412,71
162,623495675,@surface maybe good product but never better then @apple MacBook Air .... It's a fact,2014-12-02 06:09:23+00:00,unknown,190,94
163,623495676,fucking faggots @apple,2014-12-02 06:52:06+00:00,unknown,214,12
164,623495677,@Apple of course that's not their mother fucking @,2014-12-02 06:52:43+00:00,unknown,34,13
165,623495678,Apple Inc. Store Logos Turn Red For World AIDS Day http://t.co/nsBtAl4g75 #AAPL,2014-12-02 06:54:50+00:00,unknown,825,41
166,623495679,the fuck kinda gay shit you print in the fucking ketosis @apple,2014-12-02 06:55:35+00:00,unknown,491,60
167,623495680,Game*** @Apple you bitches really trying me tonight! RT @DreMacsAMillion: @WhoSFlyy__ gams night gawd,2014-12-02 06:57:40+00:00,unknown,486,84
168,623495681,Apple CEO Tim Cook comes out as gay @Apple   http://t.co/euFQQpMjj6  Via @posh360_Net,2014-12-02 07:12:47+00:00,unknown,550,82
169,623495682,RT @bella_bong_: @apple U need to get ur fucking shit together and let me txt while on YouTube,2014-12-02 07:15:09+00:00,unknown,372,12
170,623495683,@apple @Disney Why can't I buy any version let alone the version I actually like of Star Wars on @iTunesMovies #stupid #lame #StarWars,2014-12-02 07:16:12+00:00,unknown,482,43
171,623495684,@Apple @tim_cook Perhaps a less malleable metal for the shell of the #iPhone6SPlus. #noticedsomecurve,2014-12-02 07:21:27+00:00,unknown,917,67
172,623495685,MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster,2014-12-02 07:21:37+00:00,unknown,955,19
173,623495686,MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing,2014-12-02 07:21:47+00:00,unknown,165,60
174,623495687,iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing,2014-12-02 07:22:07+00:00,unknown,378,76
175,623495688,iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox,2014-12-02 07:22:17+00:00,unknown,469,23
176,623495689,@apple where the iPod 6 at doe?,2014-12-02 07:24:48+00:00,unknown,801,41
177,623495690,"Can @apple drop Audio Only rendition requirement for iOS apps? 

Users hate it 

No other stores want it

Other platforms don't know what it is",2014-12-02 07:32:56+00:00,unknown,303,29
178,623495691,"None too happy with @Apple Mac OS X (Yosemite), File Vault 2, or Boot Camp right now. Thankful to own a @lenovo.",2014-12-02 07:45:08+00:00,unknown,110,14
179,623495692,"#iPhone6S to #emerge spring 2015 with @Apple [#Apple] Watch?. (#Tuesday, 2 #December) http://t.co/NnGLuvYW6M",2014-12-02 08:04:55+00:00,unknown,536,93
180,623495693,All my Apps on @apple #ipodtouch5thgen http://t.co/cRhwdbSxSx http://t.co/UNpPU4zrRq,2014-12-02 08:25:58+00:00,unknown,728,61
181,623495694,I demand there be a tapatio emoji @apple,2014-12-02 08:27:10+00:00,unknown,439,69
